2003-10-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,45,0,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0
39,53,69,0,0,0,11,0,0,0,0,55,0,27,40,0,0,0,17,0
18,33,9,0,0,0,22,0,0,0,0,10,0,70,19,0,16,0,75,0
32,5,67,1,54,74,72,63,58,48,30,37,0,57,41,0,28,31,4,60
3,42,62,44,26,12,23,77,64,65,21,61,6,8,46,38,49,35,80,71
13,78,68,34,25,14,52,51,59,73,7,43,29,76,50,36,66,56,15,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,17,0,0,0,39,0,0,0,0,0,0,0,0,0
0,2,0,20,0,27,30,0,0,45,24,0,0,0,47,53,0,58,0,0
1,11,9,10,0,18,19,22,0,31,40,0,0,0,60,63,0,75,0,0
5,4,28,32,0,35,37,38,0,44,33,0,54,55,67,72,69,77,74,0
3,6,8,12,21,23,26,42,41,46,49,0,57,61,62,64,65,71,70,80
7,13,14,15,25,29,34,36,43,50,51,52,56,59,66,68,73,76,78,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,45,0,47,0,0,0,0,0,0
0,53,0,0,0,0,0,0,0,0,0,24,0,20,40,0,0,0,0,0
0,33,69,0,0,0,11,0,0,0,0,55,0,2,19,0,0,0,0,0
39,5,67,0,54,0,22,0,58,0,30,10,0,27,41,0,0,0,0,60
3,42,62,44,26,74,72,0,64,48,21,37,0,70,46,38,28,31,0,71
13,78,68,34,25,12,23,63,59,65,7,61,29,76,50,36,49,56,80,79
52,18,1,15,14,77,17,4,75,73,16,6,35,9,8,43,32,57,66,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30,0,0,45,39,0,0,0,0,53,0,0,0,0
0,0,0,0,0,0,19,22,0,31,24,0,0,0,47,63,0,0,0,0
5,2,0,20,0,27,37,38,0,44,40,0,0,55,60,72,0,58,74,0
3,11,0,10,21,23,26,42,0,46,33,0,54,61,67,64,69,71,70,80
7,13,28,12,25,29,34,36,41,50,49,0,56,59,62,68,65,76,78,79
1,4,6,8,9,14,15,16,17,18,32,35,43,51,52,57,66,73,75,77
