2011-10-30
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
44,0,0,0,0
29,0,0,0,0
15,0,0,28,0
32,33,1,2,20
6,30,7,5,11
36,19,26,14,16
31,45,38,9,21
25,18,43,27,42
12,34,23,8,22
41,10,13,39,40
3,35,24,17,37
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,29,0,0,0
20,15,0,0,0
1,11,28,33,0
7,16,32,30,0
2,19,36,31,0
6,26,21,38,0
5,14,25,42,44
12,9,23,27,45
8,18,22,34,43
10,13,39,40,41
3,17,24,35,37
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
44,0,0,0,0
29,0,0,0,0
15,0,0,28,20
32,33,0,2,11
6,19,1,14,16
36,45,7,9,21
31,18,26,27,42
25,34,38,8,22
12,10,13,39,40
41,35,24,17,37
3,43,5,23,30
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,29,0,0,0
0,15,0,0,0
4,11,0,0,0
20,16,28,33,0
1,19,32,31,0
7,26,36,38,0
2,14,21,42,0
6,9,25,27,44
12,18,22,34,45
8,13,39,40,41
10,17,24,35,37
3,5,23,30,43
