2010-05-13
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,5,16
0,0,0,39,41
0,29,0,25,20
30,40,18,3,28
15,19,23,36,42
13,33,8,35,17
24,27,32,14,38
21,7,11,4,26
6,2,12,9,22
37,10,31,1,34
0,0,0,0,0
0,0,0,0,0
0,0,0,0,30
0,0,0,0,39
0,0,0,0,23
0,0,0,0,41
0,0,0,0,29
0,13,18,0,25
0,28,15,16,40
5,19,20,36,42
8,17,32,33,35
3,14,24,27,38
4,7,11,21,26
2,6,9,12,22
1,10,31,34,37
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,16
0,29,0,0,41
0,40,18,5,20
30,19,23,25,28
15,33,8,3,42
13,27,32,36,17
24,7,11,14,26
21,2,12,4,22
6,10,31,1,34
35,9,37,38,39
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,30
0,13,0,0,23
0,28,18,16,41
5,19,15,36,29
8,17,20,33,25
3,14,32,27,40
4,7,24,21,42
2,6,11,12,26
1,10,31,34,22
9,35,37,38,39
