2019-06-30
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31,0,0,0,0
38,0,0,0,0
32,0,45,0,14
2,44,1,22,8
11,15,37,9,28
16,27,7,10,20
40,21,4,23,35
29,42,3,17,34
43,13,24,26,41
39,6,19,18,12
33,36,25,30,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,31
0,0,0,0,38
14,8,0,0,45
1,7,0,0,37
2,21,0,0,32
11,9,28,0,27
16,10,15,0,42
4,23,22,35,40
3,13,20,34,29
24,26,17,41,43
6,12,18,19,39
5,25,30,33,36
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,14
38,0,45,22,8
32,44,1,9,28
2,15,37,10,20
11,27,4,23,35
40,21,3,17,34
43,42,24,26,41
39,6,19,18,12
33,36,25,30,5
7,13,31,16,29
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,38
14,0,0,0,45
1,8,0,0,37
2,21,28,0,32
11,9,15,0,27
4,10,22,35,42
3,23,20,34,40
24,26,17,41,43
6,12,18,19,39
5,25,30,33,36
7,13,16,29,31
