2012-09-16
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,5,0,33,38
0,10,29,28,7
0,32,6,27,17
0,44,15,23,37
2,1,4,14,16
39,45,43,8,9
30,22,12,34,35
25,42,19,20,40
31,21,13,36,3
11,24,18,26,41
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
6,0,0,0,0
5,0,0,33,0
7,0,0,38,28
10,0,29,37,44
4,0,27,32,43
1,17,9,16,39
8,15,35,14,45
12,23,22,30,34
19,20,25,40,42
3,13,21,31,36
11,18,24,26,41
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,33,0
0,5,0,28,38
0,10,0,27,7
0,32,6,23,17
0,1,15,14,37
39,45,4,8,16
30,22,43,34,9
25,42,12,20,35
31,21,19,36,40
11,24,18,26,3
41,2,44,29,13
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,0,0,0,0
5,0,0,33,0
7,0,0,38,0
10,0,0,37,0
4,0,27,32,28
1,0,9,16,43
8,17,35,14,39
12,15,22,30,45
19,23,25,40,34
3,20,21,31,42
11,18,24,26,36
2,13,29,41,44
