2012-03-11
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,7,10,0
0,0,17,23,8
0,0,39,38,13
0,12,18,29,4
0,31,1,3,34
0,5,15,27,2
14,6,30,11,40
45,22,41,16,9
21,32,24,25,28
19,44,37,26,35
33,43,42,20,36
0,7,0,0,0
0,10,0,0,0
0,17,0,0,0
0,31,0,0,0
18,14,0,0,0
12,8,0,0,0
1,13,0,0,0
4,5,0,0,39
21,30,0,0,45
3,11,23,0,29
2,9,15,38,40
6,22,34,27,41
16,24,25,28,32
19,26,35,37,44
20,33,36,42,43
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,7,0,0
0,0,17,10,0
0,0,39,38,0
0,0,18,29,0
0,12,1,3,13
0,31,15,27,4
14,5,30,11,2
45,6,41,16,40
21,32,24,25,9
19,44,37,26,28
33,43,42,20,35
34,8,23,36,22
0,0,0,0,0
0,0,0,0,0
0,10,0,0,0
18,17,0,0,0
12,31,0,0,0
1,14,0,0,0
4,13,0,0,39
21,5,0,0,45
3,30,0,0,29
2,11,0,38,40
6,9,0,27,41
16,24,15,28,32
19,26,25,37,44
20,33,35,42,43
8,22,23,34,36
