2017-01-17
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3,0,0
0,0,29,0,0
0,0,35,0,0
23,2,28,0,0
8,14,21,37,0
24,9,5,19,10
45,44,1,36,20
15,12,16,13,7
26,34,18,33,43
6,25,40,32,38
31,4,22,30,17
41,42,27,39,11
0,0,0,0,0
2,0,0,0,0
3,0,0,0,0
12,0,0,0,0
10,0,0,0,0
21,0,0,0,0
5,0,0,0,0
1,14,29,35,0
7,9,23,28,37
13,8,19,24,44
15,16,20,34,36
18,26,25,43,45
4,6,17,33,38
22,30,31,32,40
11,27,39,41,42
0,0,0,0,0
0,0,0,0,0
0,0,3,0,0
0,0,29,0,0
0,0,35,0,0
0,0,28,0,0
0,0,21,0,0
23,2,5,19,10
8,14,1,36,20
24,44,16,13,7
45,12,18,33,43
15,25,40,32,38
26,4,22,30,17
41,42,27,39,11
9,37,6,34,31
2,0,0,0,0
3,0,0,0,0
12,0,0,0,0
10,0,0,0,0
21,0,0,0,0
5,0,0,0,0
1,0,0,0,0
7,0,29,35,0
13,14,23,28,44
15,8,19,24,36
18,16,20,43,45
4,26,25,33,38
22,30,17,32,40
11,27,39,41,42
6,9,31,34,37
