2016-06-14
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
19,0,0,0,0
39,0,12,0,0
41,0,9,0,0
2,0,3,0,0
27,25,14,0,26
33,15,38,0,7
32,17,28,11,16
45,35,31,6,23
29,44,40,34,10
24,21,43,37,8
4,1,18,30,13
5,36,42,20,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,19,25,0
0,12,14,41,26
0,15,33,17,39
9,7,32,35,27
3,16,10,23,38
2,28,29,31,44
11,6,24,34,45
4,8,21,37,40
1,13,18,30,43
5,20,22,36,42
0,0,0,0,0
0,0,0,0,0
19,0,0,0,0
39,0,0,0,0
41,0,0,0,0
2,0,12,0,0
27,0,9,0,26
33,15,3,0,7
32,17,14,0,16
45,35,38,0,23
29,44,28,6,10
24,21,40,34,8
4,1,43,37,13
5,36,42,30,22
11,18,25,31,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,19,0,26
0,12,14,41,39
0,15,33,17,27
9,7,32,35,38
3,16,10,23,44
2,28,29,34,45
4,6,24,37,40
1,8,21,30,43
5,13,22,36,42
11,18,20,25,31
