2017-03-07
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,11
0,0,21,0,40
0,0,43,0,22
12,35,1,23,17
5,3,38,37,39
25,8,16,44,42
34,13,30,18,27
7,29,6,4,15
41,9,26,31,2
19,14,20,33,32
45,28,10,36,24
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,40
0,0,0,0,37
0,0,0,0,43
0,11,0,35,17
3,22,0,21,39
1,8,23,12,42
16,5,27,38,44
13,25,18,30,34
2,15,6,7,29
9,4,26,31,41
14,19,20,32,33
10,24,28,36,45
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,40
0,0,0,0,22
0,35,21,0,17
12,3,1,23,39
5,8,38,37,42
25,13,16,44,27
34,29,30,18,15
41,9,6,31,2
19,14,26,33,32
45,28,10,36,24
11,20,4,43,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,40
0,0,0,0,37
0,0,0,0,17
3,0,0,35,39
1,22,0,21,42
16,8,23,12,44
13,5,27,38,34
2,25,18,30,29
9,15,6,31,41
14,19,26,32,33
10,24,28,36,45
4,7,11,20,43
