2015-05-10
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,8,0,19,0
0,40,0,32,0
0,18,0,36,43
2,41,0,20,27
28,33,0,35,37
5,10,1,21,17
24,7,30,12,42
29,22,25,4,11
6,38,45,39,23
16,34,31,3,26
44,15,14,13,9
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,27,0,0,0
19,18,0,28,0
8,5,32,40,43
1,24,30,37,36
20,10,25,33,41
7,12,17,21,35
4,11,22,29,42
6,23,38,39,45
3,16,26,31,34
9,13,14,15,44
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,19,0
0,0,0,32,0
0,0,0,36,0
2,8,0,20,43
28,18,0,35,27
5,41,0,21,37
24,10,1,12,17
29,22,30,4,42
6,38,25,39,11
16,34,31,3,26
44,15,14,13,9
45,40,33,7,23
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,27,0,0,0
19,18,32,0,0
8,5,30,28,43
1,24,25,37,36
20,10,17,21,41
4,12,22,29,35
6,11,38,39,42
3,16,26,31,34
9,13,14,15,44
7,23,33,40,45
