2014-07-17
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,12,0,0,0
0,45,0,26,0
0,31,0,22,0
0,33,0,32,10
0,2,0,40,4
0,16,29,9,37
20,41,38,6,5
36,39,23,24,7
30,28,13,42,19
35,43,25,15,8
21,18,27,14,3
17,44,1,11,34
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,45
22,12,0,29,37
5,10,0,32,33
2,26,31,23,38
16,20,36,40,41
7,9,19,24,39
6,13,28,30,42
8,15,25,35,43
3,14,18,21,27
1,11,17,34,44
0,0,0,0,0
0,0,0,0,0
0,12,0,0,0
0,45,0,0,0
0,31,0,26,0
0,33,0,32,10
0,2,0,40,4
0,16,0,9,37
0,41,0,6,5
0,39,29,24,7
36,28,38,42,19
30,43,23,15,8
35,18,13,14,3
21,44,25,11,34
1,27,17,20,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,29,45
4,12,0,32,37
5,10,0,23,33
2,26,31,40,38
16,9,36,24,41
7,13,19,30,39
6,15,28,35,42
8,14,25,21,43
3,11,18,34,44
1,17,20,22,27
