2016-06-30
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
39,0,12,0,0
41,35,38,0,0
2,21,28,0,0
45,1,40,0,0
29,36,42,37,0
24,33,25,30,0
4,3,7,31,22
15,43,27,26,10
16,6,23,44,9
8,20,5,18,13
14,32,34,17,11
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,39
0,0,0,41,38
0,0,19,35,45
2,0,29,37,40
4,12,24,30,42
1,28,21,36,31
3,15,22,25,33
10,7,26,27,43
6,16,9,23,44
5,8,13,18,20
11,14,17,32,34
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
39,0,12,0,0
2,21,38,0,0
45,1,28,0,0
29,36,40,0,0
24,33,25,37,0
4,3,7,30,0
15,43,27,31,10
16,6,23,26,9
8,20,5,44,13
14,32,34,18,11
17,35,22,41,42
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,39
0,0,0,0,38
2,0,0,37,45
4,12,19,30,40
1,28,29,36,31
3,15,24,25,33
10,7,21,27,43
6,16,26,23,44
5,8,9,18,20
11,14,13,32,34
17,22,35,41,42
