2011-10-23
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
44,0,0,0,0
29,0,0,0,0
15,10,0,0,20
32,33,1,0,11
6,30,7,28,17
36,19,8,2,16
31,45,41,5,21
13,22,26,39,24
40,34,38,14,37
25,3,43,9,42
12,18,23,27,35
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,10,0,0,0
4,29,0,0,0
20,15,0,0,0
1,11,0,0,0
7,17,28,0,0
8,16,32,33,44
2,19,36,30,45
6,22,21,31,41
5,26,24,37,39
13,14,34,38,40
3,9,25,42,43
12,18,23,27,35
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
44,0,0,0,0
29,0,0,0,0
15,0,0,0,20
32,10,1,28,11
6,33,7,2,17
36,30,41,5,16
31,19,26,39,21
40,45,38,14,24
25,3,43,9,42
12,18,23,27,35
37,34,13,8,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,10,0,0,0
0,29,0,0,0
4,15,0,0,0
20,11,0,0,0
1,17,28,0,44
7,16,32,33,45
2,19,36,30,41
6,26,21,31,39
5,14,24,38,40
3,9,25,42,43
12,18,23,27,35
8,13,22,34,37
