2012-08-07
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
8,0,0,0,0
35,0,0,0,11
30,32,0,0,17
2,38,0,23,7
45,39,0,37,18
12,34,15,13,44
40,26,36,9,14
3,19,43,1,10
27,41,29,33,16
22,21,6,28,25
20,5,31,24,42
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,0,0,0
2,0,18,0,32
10,0,35,0,36
12,11,30,0,44
13,4,38,0,43
3,7,29,17,37
9,8,39,15,45
1,14,19,34,40
16,26,27,33,41
6,21,22,25,28
5,20,24,31,42
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
8,0,0,0,11
30,0,0,0,17
2,0,0,23,7
45,0,0,37,18
12,32,0,13,44
40,39,15,9,14
3,34,43,1,10
27,26,29,33,16
22,21,6,28,25
20,5,31,24,42
35,19,41,36,38
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,0,0,0
2,0,0,0,0
10,0,0,0,0
12,11,0,0,32
13,4,18,0,44
3,7,30,17,43
9,8,29,15,37
1,14,39,34,45
16,26,27,33,40
6,21,22,25,28
5,20,24,31,42
19,35,36,38,41
