2014-10-26
0,0,0,0,0
0,0,0,0,0
0,0,4,0,0
0,0,11,0,0
0,0,15,0,0
44,0,3,0,0
40,0,16,0,0
22,19,31,0,0
37,35,33,30,42
5,9,24,8,45
39,12,36,38,10
21,20,29,18,14
2,43,17,13,34
41,7,25,23,26
28,27,6,1,32
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,30,0,0,0
22,11,0,19,0
8,15,35,42,44
16,3,37,38,40
9,31,33,24,45
5,12,18,36,39
10,14,20,21,29
2,13,17,34,43
7,23,25,26,41
1,6,27,28,32
0,0,0,0,0
0,0,0,0,0
0,0,4,0,0
0,0,11,0,0
0,0,15,0,0
44,0,3,0,0
40,0,16,0,0
22,0,31,30,42
5,0,33,8,45
39,19,24,38,10
21,12,36,18,14
2,43,29,13,34
41,7,17,23,26
28,27,6,1,32
20,37,25,35,9
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,30,0,0,0
4,11,0,19,0
22,15,0,42,44
8,3,0,38,40
16,31,0,24,45
5,12,0,36,39
10,14,33,21,29
2,13,18,34,43
7,23,17,26,41
1,6,27,28,32
9,20,25,35,37
