2016-06-11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,10,0,0,0,0
0,22,0,37,0,0
0,48,0,30,26,31
42,17,0,13,24,47
51,43,0,39,32,36
40,33,0,45,29,38
15,5,7,11,50,35
12,49,28,52,19,46
41,20,27,18,44,25
34,1,4,9,23,16
2,3,21,14,8,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,42
0,0,0,0,0,48
0,0,0,0,0,51
0,0,0,0,37,47
0,13,22,0,43,36
0,7,30,0,40,45
0,26,33,31,38,35
0,11,15,17,24,52
0,28,29,39,32,50
10,19,12,41,46,49
5,18,20,25,27,44
1,4,9,16,23,34
2,3,6,8,14,21
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,30,26,0
42,10,0,13,24,0
51,22,0,39,32,31
40,48,0,45,29,47
15,17,7,11,50,36
12,43,28,52,19,35
41,20,27,18,44,46
34,1,4,9,23,25
2,3,21,14,8,16
38,6,37,5,49,33
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,42
0,0,0,0,0,48
0,0,0,0,0,51
0,13,0,0,0,47
0,7,0,0,43,36
0,26,22,31,40,45
0,11,30,17,24,35
0,28,15,39,32,52
0,19,29,41,46,50
10,18,12,25,27,44
1,4,20,16,23,34
2,3,9,8,14,21
5,6,33,37,38,49
