2010-12-22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,44,0
54,0,0,0,14,0
2,0,0,0,7,0
9,0,0,22,16,0
15,0,0,48,13,53
49,24,18,3,11,6
27,37,36,26,39,50
42,29,38,25,47,8
34,45,10,41,17,43
30,46,19,5,40,1
21,4,28,52,32,12
33,51,20,23,31,35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
14,0,0,0,0,0
3,0,0,0,48,0
15,7,0,0,38,0
6,9,0,0,37,44
13,16,26,0,41,36
11,24,27,22,39,49
5,25,10,18,43,50
1,8,17,34,45,42
12,29,21,30,46,47
4,19,28,40,32,52
20,23,31,33,35,51
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,44,0
54,0,0,0,14,0
2,0,0,0,7,0
9,0,0,22,16,0
15,0,18,48,13,53
49,0,36,26,39,6
27,37,38,25,47,50
42,29,10,41,17,8
30,45,19,5,40,43
21,4,28,52,32,12
33,51,20,23,31,35
3,46,1,34,11,24
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,48,0
14,7,0,0,38,44
15,9,26,0,37,36
6,16,27,0,41,49
13,25,10,22,39,50
5,8,17,18,43,42
12,29,21,30,45,47
4,19,28,40,32,52
20,23,31,33,35,51
1,3,11,24,34,46
