2006-07-08
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,13,0,0,0
9,0,35,0,0,0
17,0,25,40,26,52
49,0,39,51,15,4
42,0,24,21,47,53
18,34,14,38,27,44
29,45,5,36,22,8
11,10,6,19,28,43
31,16,54,12,46,7
33,50,48,30,41,23
37,1,3,2,32,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,40
0,0,0,0,0,51
0,0,0,0,0,49
0,0,0,0,0,34
9,0,17,26,0,52
4,13,18,25,0,47
14,35,29,27,0,53
5,15,21,24,39,42
16,8,10,11,44,45
6,22,19,36,38,43
7,12,31,28,46,54
23,30,33,41,48,50
1,2,3,20,32,37
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,13,0,0,0
9,0,35,0,0,52
17,0,25,0,26,4
49,0,39,51,15,53
42,0,24,21,47,44
18,45,5,36,27,8
29,10,6,19,22,43
11,16,54,12,28,7
31,50,48,30,46,23
37,1,3,2,41,20
32,40,34,14,33,38
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,51
0,0,0,0,0,49
0,0,0,26,0,52
9,13,17,25,0,47
4,35,18,27,0,53
5,15,29,24,0,42
16,8,21,11,0,45
6,22,10,36,39,43
7,12,19,28,44,54
23,30,31,41,46,50
1,2,3,20,48,37
14,32,33,34,38,40
