2003-12-06
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,39,0,0,16,0
0,41,0,0,19,24
0,4,0,5,25,22
17,13,43,1,10,38
7,3,33,26,36,12
11,35,2,28,15,27
44,29,21,8,23,37
18,42,45,6,20,30
32,31,40,14,9,34
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,0,0
1,0,16,0,0,0
17,19,22,0,0,0
4,12,27,24,0,0
13,25,7,10,43,0
2,3,35,36,33,39
11,26,21,28,37,38
8,15,23,29,44,41
6,18,20,30,42,45
9,14,31,32,34,40
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,16,0
0,39,0,0,19,0
0,41,0,0,25,24
0,4,0,5,10,22
0,13,43,1,36,38
7,3,33,28,15,12
11,35,2,8,23,27
44,29,21,6,20,37
18,42,45,14,9,34
26,40,30,32,31,17
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,0,0
1,0,16,0,0,0
4,19,22,0,0,0
13,12,27,0,43,0
2,25,7,24,33,0
11,3,35,10,37,39
8,15,21,36,44,38
6,18,23,28,42,41
9,14,20,29,34,45
17,26,30,31,32,40
