2017-02-01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,49,38,28,0
0,0,8,22,50,0
25,0,15,20,43,2
46,0,6,14,34,23
35,9,39,51,42,11
40,5,1,37,48,21
7,19,3,45,13,31
44,52,17,47,33,16
27,10,24,4,41,32
26,29,36,18,12,30
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,49
0,0,0,0,0,38
0,0,0,0,0,50
8,20,0,0,0,43
2,9,0,0,0,46
6,15,0,0,0,51
1,34,14,0,0,42
3,5,25,40,22,52
21,7,23,37,28,48
13,17,35,19,39,45
10,16,11,31,44,47
4,24,27,33,32,41
12,18,26,29,30,36
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,49,0,0,0
0,0,8,0,28,0
0,0,15,38,50,0
25,0,6,22,34,2
46,0,39,20,42,11
35,9,1,51,48,21
40,5,3,37,13,31
7,19,17,45,33,16
27,52,24,4,41,32
26,10,36,18,12,30
43,47,44,29,23,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,49
8,20,0,0,0,38
2,9,0,0,0,50
6,15,0,0,0,46
1,34,0,0,0,51
3,5,0,0,0,42
21,7,25,40,22,52
13,17,35,37,28,48
10,16,11,19,39,45
4,24,27,31,32,41
12,18,26,33,30,36
14,23,29,43,44,47
