2008-01-12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,13,0
0,0,11,53,37,0
0,16,14,31,43,0
41,18,38,9,19,0
46,4,30,50,8,0
44,48,27,35,32,3
29,45,26,52,28,2
10,1,51,39,7,20
24,5,34,17,49,15
22,40,42,25,47,36
12,23,21,54,33,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11,0,0,0,0,0
3,0,13,41,0,0
14,0,16,38,0,53
2,0,31,30,44,50
18,0,9,46,27,52
4,35,19,37,48,45
20,8,32,43,39,28
1,29,10,17,26,51
5,7,15,34,40,49
22,24,25,36,42,47
6,12,21,23,33,54
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,11,53,13,0
0,16,14,31,37,0
46,18,38,9,43,0
44,4,27,50,8,3
29,48,26,52,28,2
10,45,51,39,7,20
24,1,34,17,49,15
22,40,42,25,47,36
12,23,21,54,33,6
30,35,19,32,41,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11,0,0,0,0,0
3,0,0,0,0,53
14,0,13,38,44,50
2,0,16,46,27,52
18,0,31,37,48,45
4,8,9,43,39,28
20,29,10,17,26,51
1,7,15,34,40,49
22,24,25,36,42,47
6,12,21,23,33,54
5,19,30,32,35,41
