2012-01-11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
54,19,25,0,0,0
37,29,40,0,0,53
12,2,51,38,0,36
22,24,50,16,27,44
10,49,33,30,11,1
39,31,4,3,14,23
34,15,47,26,35,43
7,21,8,32,48,5
46,6,41,28,52,9
20,42,17,45,18,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,44
0,25,0,0,0,37
0,16,0,0,0,40
0,12,19,0,27,51
1,2,22,38,33,50
11,24,23,30,43,49
10,14,39,29,31,48
5,35,15,26,34,47
3,4,8,9,21,32
6,7,28,41,46,52
13,17,18,20,42,45
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,25,0,0,0
0,19,40,0,0,0
54,29,51,38,0,0
37,2,50,16,27,0
12,24,33,30,11,53
22,49,4,3,14,1
10,31,47,26,35,43
39,15,8,32,48,5
34,21,41,28,52,9
20,6,17,45,18,13
36,7,44,42,23,46
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,37
0,25,0,0,0,40
0,16,0,0,0,51
1,12,19,38,0,50
11,2,22,30,27,49
10,24,39,29,33,48
5,14,15,26,43,47
3,35,8,9,31,32
6,4,28,41,34,52
13,17,18,20,21,45
7,23,36,42,44,46
