2008-09-13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
35,41,48,0,8,0
21,43,18,0,46,0
4,29,23,0,6,5
12,42,10,0,25,49
37,20,3,22,47,52
13,11,51,17,50,40
27,7,31,33,38,30
2,34,26,9,15,53
1,16,28,24,32,39
54,14,44,19,36,45
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,22,35,0,0,0
0,8,21,0,48,49
5,23,12,18,41,52
4,17,25,43,46,40
6,20,30,42,29,37
10,11,13,31,47,51
3,7,9,26,33,50
2,15,28,34,27,38
1,16,24,32,39,53
14,19,36,44,45,54
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
35,41,0,0,0,0
21,43,0,0,0,0
4,29,48,0,0,0
12,42,18,0,46,5
37,20,10,22,47,52
13,11,3,17,50,40
27,7,51,33,38,30
2,34,26,9,15,53
1,16,28,24,32,39
54,14,44,19,36,45
23,8,6,49,25,31
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,35,0,48,0
0,22,21,0,41,52
5,17,12,18,46,40
4,20,30,43,29,37
10,11,13,42,47,51
3,7,9,26,33,50
2,15,28,34,27,38
1,16,24,32,39,53
14,19,36,44,45,54
6,8,23,25,31,49
