2005-07-30
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,25,0
0,0,0,0,47,0
0,0,6,0,37,7
0,0,27,0,8,17
0,12,9,40,10,16
11,39,44,29,23,42
45,35,30,18,19,41
34,4,48,38,13,1
22,21,3,33,5,43
24,36,26,46,15,32
49,20,14,2,28,31
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,25,0,0,0
0,0,40,0,0,47
6,7,29,11,0,45
1,9,16,17,0,41
23,8,27,18,42,44
19,10,12,35,37,39
4,30,33,34,38,48
3,13,21,22,43,32
15,5,24,26,36,46
2,14,20,28,31,49
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,25,0
0,0,0,0,37,7
0,0,6,0,8,17
0,0,27,0,10,16
11,0,9,40,23,42
45,0,44,29,19,41
34,35,30,18,13,1
22,21,48,38,5,43
24,36,3,46,15,32
49,20,26,2,28,31
4,14,33,39,12,47
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,25,11,0,0
6,7,40,17,0,45
1,9,29,18,42,41
23,8,16,35,37,44
19,10,27,34,38,48
3,30,21,22,43,32
15,13,24,26,36,46
2,5,20,28,31,49
4,12,14,33,39,47
