2001-08-15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
36,12,4,34,0,0
33,38,30,31,0,0
44,41,3,26,11,24
20,19,18,23,25,28
39,45,32,15,27,22
6,8,35,21,5,1
29,10,9,16,42,40
13,43,7,17,14,37
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,33,0,0
0,0,0,34,0,0
0,0,11,25,0,0
4,24,12,30,36,0
2,3,26,23,28,31
18,20,22,19,38,44
15,27,35,39,32,41
1,5,6,8,21,45
9,10,16,29,40,42
7,13,14,17,37,43
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,4,0,0,0
0,12,30,34,0,0
36,38,3,26,0,24
44,41,18,23,0,28
20,19,32,15,11,22
39,45,35,21,5,1
6,8,9,16,42,40
13,43,7,17,14,37
27,10,29,31,25,33
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,11,0,0,0
4,0,12,34,36,0
2,0,26,30,28,0
18,24,22,23,38,44
15,3,35,19,32,41
1,20,6,39,21,45
9,5,16,8,40,42
7,13,14,17,37,43
10,25,27,29,31,33
